"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"피어폰트랑은 의견이 자주 엇갈려. 그래도 얼굴없는 전사를 화나게 하면 위험하다는 걸 알아차렸으니 현명했다고 봐. 난 클라스주림 조약에는 별로 관심이 없거든. 시간술은 엄청 재미있었지. 또 재밌는 게 뭔지 알아? 네가 살아온 연대표가 없어지지 않게 하는 일이야."
"DCG_VO_vanessa_whispers_of_madness"	"피어폰트는 내가 '이해하지 못할 일에 손을 댄다'라고 항상 경고해. 대체로 독실한 척이나 하는 녀석이긴 하지만... 안타깝게도 가끔은 맞는 말도 하거든. 사실, 거의 맞는 말이야. 내가 완전히 죽어버린 적은 없으니까. 지금 생각하니 항상 독실한 척이나 하는 녀석 그 자체구나."
"DCG_VO_vanessa_relentless_zombie"	"장미잎에서 망자들이 되살아나고 있어, 크노그... 누군가 맹세를 한 거야."
"DCG_VO_vanessa_howling_mind"	"자주 있는 일은 아니지만, 가끔 타일러 영지를 떠나도 좋다는 허가를 받는 마법사도 있어. 떠날 때쯤엔 회복할 수 없을 만큼 달라져 있지만."
"DCG_VO_vanessa_aghanims_sanctum"	"아가님은 역대 최고의 마법사야. 이건 의심이나 논쟁의 여지가 없는 사실이지. 그에게 필적할 자는 없거든. 그래서 아가님이 하루아침에 사라졌을 때, '어떻게' 그런 일이 일어났는지 궁금해한 사람은 없었어. 모두 '왜'인지를 궁금해했지. 목숨에 위협을 느끼고는 도망쳐 숨었다는 사람도 있지만, 난 절대 그럴 리 없다고 봐. 내 생각엔 아가님이 뭔가 중요한 일을 꾸미고 있는 것 같아. 세상을 바꿔놓을 만한 일을."
"DCG_VO_vanessa_arcane_assault"	"루빅은 자기가 아가님의 아들이라고 주장하는데, 믿어도 될지 모르겠어. 루빅 앞에서 대놓고 할 수 있는 말은 아니지만."
"DCG_VO_vanessa_glyph_of_confusion"	"바깥 세계는 정말 추잡해. 내가 죽는 꼴을 보고 싶어 하는 사람들이 무시할 수 없을 만큼 있다면, 어떤 예방 조치를 취할 생각을 하기 마련이지."
"DCG_VO_vanessa_the_tyler_estate"	"마법 세계에서는 대부분 청옥 의회의 권위를 인정해. 하지만 위핑 로즈는 자치 구역이고 강력한 마법사 31명으로 구성된 쿠오럼 원로원에만 보고하지. 위핑 로즈에는 규칙이 많지 않지만, 그나마 있는 규칙 몇 개는 모두 군말 없이 따르고 있어. 그걸 어기면 타일러 영지로 보내지거든. "
"DCG_VO_ogre_bruiser_intro"	"싸움은 누군가의 머리통을 통나무로 박살 내는 거다. 진짜 그런다는 게 아니라, 말이 그렇다는 거다!"
"DCG_VO_ogre_brusier_fighting_instinct"	"인생이란 끊임없이 누군가가 나를 죽이려 드는 것이란다. 그러니 네가 먼저 죽이렴."
"DCG_VO_ogre_bruiser_equip_generic_weapon_01"	"무기다."
"DCG_VO_ogre_bruiser_equip_generic_weapon_02"	"주먹보다 좋다."
"DCG_VO_ogre_bruiser_equip_generic_weapon_03"	"돌덩이 아니지만, 이거면 됐다."
"DCG_VO_ogre_bruiser_equip_generic_weapon_04"	"이거 나무처럼 휘두를 거다."
"DCG_VO_ogre_bruiser_equip_generic_weapon_05"	"<i>낮은 웃음소리</i>"
"DCG_VO_ogre_bruiser_equip_generic_armor_01"	"이게 맞을 줄이야..."
"DCG_VO_ogre_bruiser_equip_generic_armor_02"	"누구도 날 죽일 수 없다."
"DCG_VO_ogre_bruiser_equip_generic_armor_03"	"이거면 피는 안 나오겠다."
"DCG_VO_ogre_bruiser_equip_generic_armor_04"	"찔리면 많이 아프다."
"DCG_VO_ogre_bruiser_equip_generic_armor_05"	"난 오래오래 살 거다."
"DCG_VO_ogre_bruiser_equip_generic_accessory_01"	"이거 좋다."
"DCG_VO_ogre_bruiser_equip_generic_accessory_02"	"고맙다."
"DCG_VO_ogre_bruiser_equip_generic_accessory_03"	"나 너무 멋지다."
"DCG_VO_ogre_bruiser_equip_generic_accessory_04"	"눈부시다."
"DCG_VO_ogre_bruiser_equip_generic_accessory_05"	"괜찮다."
"DCG_VO_ogre_bruiser_kill_rival_01"	"뭉개버린다!"
"DCG_VO_ogre_bruiser_kill_rival_02"	"죽어!"
"DCG_VO_ogre_bruiser_kill_rival_03"	"부숴버린다!"
"DCG_VO_ogre_bruiser_kill_rival_04"	"박살 내 버린다!"
"DCG_VO_ogre_bruiser_kill_rival_05"	"하하하하하!"
"DCG_VO_ogre_bruiser_kill_rival_06"	"재밌다!"
"DCG_VO_ogre_bruiser_kill_rival_07"	"내가 부쉈다."
"DCG_VO_ogre_bruiser_kill_rival_08"	"너 너무 빨리 죽었다."
"DCG_VO_ogre_bruiser_kill_rival_09"	"벌써 죽었다고?"
"DCG_VO_ogre_bruiser_kill_rival_10"	"쳇!"
"DCG_VO_ogre_bruiser_use_include_01"	"이제 뭐든 죽일 수 있다."
"DCG_VO_ogre_bruiser_use_include_02"	"이제 뭐든 할 수 있다."
"DCG_VO_ogre_bruiser_use_include_03"	"이제 언제든 싸울 수 있다."
"DCG_VO_ogre_bruiser_unique_01"	"두 번째 머리는 어떻게 얻지?"
"DCG_VO_ogre_bruiser_unique_02"	"너 정말 현명한 마법사다."
"DCG_VO_ogre_bruiser_unique_03"	"마법사 너 위해 해골 부수다니 영광이다."
"DCG_VO_ogre_bruiser_unique_04"	"청동 군단은 어때?"
"DCG_VO_ogre_bruiser_unique_05"	"그 금속 문신 멋지다."
"DCG_VO_ogre_bruiser_unique_06"	"트레스딘 먹어 치우고 네가 사령관 해라."
"DCG_VO_ogre_bruiser_unique_07"	"너 시체 차곡차곡 쌓는 거 잘한다."
"DCG_VO_ogre_bruiser_unique_08"	"시체 던지는 법 너한테 배워야겠다."
"DCG_VO_ogre_bruiser_unique_09"	"네가 시체 던질 때가 제일 재미있다."
"DCG_VO_ogre_bruiser_unique_10"	"멋쟁이 구덩이 싸움꾼이나 봐라."
"DCG_VO_ogre_bruiser_unique_11"	"어려운 말 아니까 나보다 잘난 것 같나?"
"DCG_VO_ogre_bruiser_unique_12"	"오거는 두 팔만 있어도 널 죽일 수 있다, 시체 놈아!"
"DCG_VO_ogre_bruiser_unique_13"	"머리가 멋져."
"DCG_VO_ogre_bruiser_unique_14"	"너 착한 여인이다. 아무도 네 머리 박살 안 냈으면 좋겠다."
"DCG_VO_ogre_bruiser_unique_15"	"나 래디언트 위해 싸운다."
"DCG_VO_ogre_bruiser_unique_16"	"래디언트 때문에 뭐든 할 맛 난다!"
"DCG_VO_ogre_bruiser_unique_17"	"안내 고맙다, 프렐렉스."
"DCG_VO_ogre_bruiser_unique_18"	"나 다이어 위해 싸운다."
"DCG_VO_ogre_bruiser_unique_19"	"다이어 때문에 뭐든 할 맛 난다!"
"DCG_VO_ogre_bruiser_unique_20"	"안내 고맙다, 카나."
"DCG_VO_ogre_bruiser_healed_01"	"아아"
"DCG_VO_ogre_bruiser_healed_02"	"좋아."
"DCG_VO_ogre_bruiser_healed_03"	"아직 싸운다."
"DCG_VO_ogre_bruiser_healed_04"	"나 더 아파도 괜찮다.."
"DCG_VO_ogre_bruiser_healed_05"	"너 좋은 놈이다."
"DCG_VO_ogre_bruiser_taunt_generic_01"	"놈들 뭉개버려라!"
"DCG_VO_ogre_bruiser_taunt_generic_02"	"포탑을 파괴하라!"
"DCG_VO_ogre_bruiser_taunt_generic_03"	"고대의 요새 부숴라!"
"DCG_VO_ogre_bruiser_taunt_generic_04"	"한 놈도 살려두지 않는다!"
